"pr2_accession"	"tax"
"KC596266.1.679_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_shawii"
"KC596264.1.660_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_shawii"
"KC596263.1.679_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_shawii"
"KC596261.1.679_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_shawii"
"KC596265.1.678_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_shawii"
"AF342743.1.1790_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nemalionopsis; Nemalionopsis_tortuosa"
"U23815.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Nothocladus; Nothocladus_nodosus"
"FJ386486.1.1715_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_annulata"
"AY495979.1.848_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_annulata"
"AY495980.1.848_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_catenata"
"AF026052.1.1765_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_catenata"
"AY495978.1.848_U"	"Eukaryota; Archaeplastida; Rhodophyta; Rhodophyta_X; Florideophyceae; Batrachospermales; Batrachospermales_X; Paralemanea; Paralemanea_catenata"
