"pr2_accession"	"tax"
"MW522031.1.879_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW522008.1.753_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521998.1.807_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521993.1.857_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521924.1.847_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521904.1.847_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521897.1.811_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521892.1.856_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521867.1.792_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"MW521864.1.820_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiella; Borghiella_tenuissima"
"JQ639765.1.1610_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiellaceae_X; Borghiellaceae_X_sp."
"JQ243650.1.576_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Borghiellaceae_X; Borghiellaceae_X_sp."
"EF058235.1.1721_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Cystodinium; Cystodinium_phaseolus"
"EF058251.1.1734_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Borghiellaceae; Phytodinium; Phytodinium_sp."
"MT432078.1.1183_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_catalana"
"MT432077.1.1692_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_catalana"
"HM103494.1.1074_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"HG529978.1.1727_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"HG792066.1.1727_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"LC054923.1.1797_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"GQ483683.1.790_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"KY980094.1.1693_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"LC220932.1.789_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"LC361449.1.1734_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"LC220682.1.769_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"LC361448.1.1767_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"KY980113.1.1692_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"OBEP010089294.1.1436_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_granifera"
"MT432081.1.1642_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_natalensis"
"MT432080.1.1633_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_natalensis"
"MT432079.1.1653_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Ansanella; Ansanella_natalensis"
"LC068836.1.1783_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"LC068838.1.1783_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823469.1.711_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823473.1.716_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823467.1.716_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823471.1.716_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823468.1.713_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823472.1.673_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823474.1.686_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"FJ823470.1.711_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"GQ844423.1.559_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"GQ423579.1.711_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"JF317712.1.615_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"JF720757.1.559_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"KC631725.1.616_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"KC631767.1.609_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"KF536601.1.511_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"LC165128.1.776_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"OBEP010270537.16.1571_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"MW522338.1.851_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"MW522329.1.882_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_miricentonis"
"GU290072.1.1798_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"AB238066.1.576_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"GQ844400.1.558_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"KC440767.1.525_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"KC455112.1.529_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"KC575245.1.559_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"KJ925940.1.500_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Asulcocephalium; Asulcocephalium_sp."
"EF058252.1.1712_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971638.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971718.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
"JF971796.1.526_U"	"Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_baltica"
